INSEE_C,nom_commune,DEP,REG,loyer_predit_par_m2,borne_inferieure_intervalle,borne_superieure_intervalle,type_prediction,nombre_observations_commune,nombre_observations_zone,coefficient_determination_ajuste,type_bien,nom_departement
77168,Égreville,77,11,13.1698699602185,10.7912816235644,16.0727410162589,commune,191,552,0.794824600759745,Appartement,Seine-et-Marne
77050,Bransles,77,11,13.7790047195428,11.3029246224678,16.7975083797143,maille,12,552,0.794824600759745,Appartement,Seine-et-Marne
92049,Montrouge,92,11,26.2257175009375,21.4115101431128,32.1223610031174,commune,6383,6383,0.904624333660769,Appartement,Hauts-de-Seine
77427,Saint-Mesmes,77,11,16.2156817948253,13.8176026427429,19.0299535215779,maille,20,2451,0.844637452236477,Appartement,Seine-et-Marne
77420,Saint-Mard,77,11,16.2984564533796,13.8892856871647,19.1255107530973,commune,181,2451,0.844637452236477,Appartement,Seine-et-Marne
77308,Montgé-en-Goële,77,11,16.2156817948253,13.8176026427429,19.0299535215779,maille,21,2451,0.844637452236477,Appartement,Seine-et-Marne
77292,Messy,77,11,17.4493392285808,14.8885287732962,20.4506062452723,commune,164,2451,0.844637452236477,Appartement,Seine-et-Marne
77153,Dammartin-en-Goële,77,11,16.5719028123938,14.1377298897284,19.42518105562,commune,2056,2451,0.844637452236477,Appartement,Seine-et-Marne
77159,Donnemarie-Dontilly,77,11,11.3313305504041,9.35131853015882,13.7305826583088,commune,237,690,0.816443622786655,Appartement,Seine-et-Marne
77325,Mouy-sur-Seine,77,11,10.7179144479779,8.83969818103409,12.9952050128407,maille,20,690,0.816443622786655,Appartement,Seine-et-Marne
77051,Bray-sur-Seine,77,11,10.7706428022896,8.86913086061156,13.079832533502,commune,405,690,0.816443622786655,Appartement,Seine-et-Marne
77174,Everly,77,11,10.7179144479779,8.83969818103409,12.9952050128407,maille,12,690,0.816443622786655,Appartement,Seine-et-Marne
77401,Sainte-Aulde,77,11,10.5563614267529,8.90894077706004,12.5084192791112,maille,11,505,0.834807765570025,Appartement,Seine-et-Marne
77388,Reuil-en-Brie,77,11,10.5563614267529,8.90894077706004,12.5084192791112,maille,24,505,0.834807765570025,Appartement,Seine-et-Marne
77238,Jouarre,77,11,12.9467756366618,10.9054618763077,15.3701880110384,commune,314,505,0.834807765570025,Appartement,Seine-et-Marne
77290,Méry-sur-Marne,77,11,10.5563614267529,8.90894077706004,12.5084192791112,maille,20,505,0.834807765570025,Appartement,Seine-et-Marne
77265,Luzancy,77,11,10.5563614267529,8.90894077706004,12.5084192791112,maille,67,505,0.834807765570025,Appartement,Seine-et-Marne
91468,Ormoy,91,11,16.0648191223984,13.902384908989,18.5636072605435,commune,137,545,0.886448951992967,Appartement,Essonne
91659,Villabé,91,11,16.3766968411966,14.1921664809727,18.8974812117674,commune,408,545,0.886448951992967,Appartement,Essonne
77095,Charny,77,11,16.9815654772598,14.5795097633903,19.7793732943323,commune,110,3018,0.866526945266338,Appartement,Seine-et-Marne
77233,Iverny,77,11,15.4370774695732,13.2485556817133,17.9871199945614,maille,39,3018,0.866526945266338,Appartement,Seine-et-Marne
77358,Penchard,77,11,15.8360149163298,13.5859377546902,18.4587455763697,commune,132,3018,0.866526945266338,Appartement,Seine-et-Marne
77118,Claye-Souilly,77,11,17.9179442743983,15.3820545438279,20.8719014814095,commune,2545,3018,0.866526945266338,Appartement,Seine-et-Marne
77525,Vinantes,77,11,15.4370774695732,13.2485556817133,17.9871199945614,maille,14,3018,0.866526945266338,Appartement,Seine-et-Marne
77150,Cuisy,77,11,15.4370774695732,13.2485556817133,17.9871199945614,maille,18,3018,0.866526945266338,Appartement,Seine-et-Marne
77309,Monthyon,77,11,15.4370774695732,13.2485556817133,17.9871199945614,maille,33,3018,0.866526945266338,Appartement,Seine-et-Marne
77515,Villeroy,77,11,15.4370774695732,13.2485556817133,17.9871199945614,maille,26,3018,0.866526945266338,Appartement,Seine-et-Marne
77474,Trilbardou,77,11,15.4370774695732,13.2485556817133,17.9871199945614,maille,99,3018,0.866526945266338,Appartement,Seine-et-Marne
91200,Dourdan,91,11,15.094247979721,12.9976522241393,17.5290366401844,commune,1733,1827,0.881840461915534,Appartement,Essonne
91175,Corbreuse,91,11,11.9651559896473,10.3000239831522,13.8994781071158,maille,70,1827,0.881840461915534,Appartement,Essonne
78443,Neauphle-le-Vieux,78,11,19.0878511609717,15.0599527352553,24.1930415286415,commune,113,567,0.799465976414684,Appartement,Yvelines
78366,Mareil-le-Guyon,78,11,17.0116274376044,13.4932425238537,21.447436934766,maille,17,567,0.799465976414684,Appartement,Yvelines
78389,Méré,78,11,17.0116274376044,13.4932425238537,21.447436934766,maille,78,567,0.799465976414684,Appartement,Yvelines
78623,Le Tremblay-sur-Mauldre,78,11,16.2258535925521,12.8882284574209,20.4278133086121,commune,105,567,0.799465976414684,Appartement,Yvelines
78321,Jouars-Pontchartrain,78,11,17.2381095875956,13.6417810811077,21.7825238791932,commune,245,567,0.799465976414684,Appartement,Yvelines
91226,Étréchy,91,11,14.7008113354806,12.6188370505313,17.1262892971819,commune,1014,1048,0.879484513053819,Appartement,Essonne
91581,Saint-Yon,91,11,14.833990454905,12.7452869826114,17.2649916095594,maille,30,1048,0.879484513053819,Appartement,Essonne
95625,Us,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,34,481,0.8773443097841,Appartement,Val-d'Oise
95181,Courcelles-sur-Viosne,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,24,481,0.8773443097841,Appartement,Val-d'Oise
95348,Longuesse,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,14,481,0.8773443097841,Appartement,Val-d'Oise
95040,Avernes,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,20,481,0.8773443097841,Appartement,Val-d'Oise
78317,Jambville,78,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,22,481,0.8773443097841,Appartement,Yvelines
95592,Seraincourt,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,88,481,0.8773443097841,Appartement,Val-d'Oise
95295,Guiry-en-Vexin,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,23,481,0.8773443097841,Appartement,Val-d'Oise
95253,Frémainville,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,41,481,0.8773443097841,Appartement,Val-d'Oise
95177,Cormeilles-en-Vexin,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,39,481,0.8773443097841,Appartement,Val-d'Oise
95002,Ableiges,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,68,481,0.8773443097841,Appartement,Val-d'Oise
95658,Vigny,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,52,481,0.8773443097841,Appartement,Val-d'Oise
95422,Montgeroult,95,11,15.8245558678633,13.3259405461343,18.7916618379157,maille,43,481,0.8773443097841,Appartement,Val-d'Oise
77030,Bellot,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,25,478,0.819749903420174,Appartement,Seine-et-Marne
77512,Villeneuve-sur-Bellot,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,40,478,0.819749903420174,Appartement,Seine-et-Marne
77208,Gouaix,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,37,478,0.819749903420174,Appartement,Seine-et-Marne
77391,Rouilly,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,10,478,0.819749903420174,Appartement,Seine-et-Marne
77459,Sourdun,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,11,478,0.819749903420174,Appartement,Seine-et-Marne
77398,Sablonnières,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,16,478,0.819749903420174,Appartement,Seine-et-Marne
77417,Saint-Léger,77,11,11.8023107397415,9.44823268749296,14.7429200152753,maille,11,478,0.819749903420174,Appartement,Seine-et-Marne
77385,Rebais,77,11,12.051197465416,9.60417955825585,15.1216831661176,commune,158,478,0.819749903420174,Appartement,Seine-et-Marne
94048,Marolles-en-Brie,94,11,17.8374584967824,15.1207653105994,21.0422501168905,maille,67,1044,0.862709365757714,Appartement,Val-de-Marne
94075,Villecresnes,94,11,17.8376965561391,15.1207168578284,21.042879211389,commune,977,1044,0.862709365757714,Appartement,Val-de-Marne
78092,Bougival,78,11,19.9582299211992,16.1847920284436,24.6114340479268,commune,1751,1751,0.905431710839253,Appartement,Yvelines
78120,Bullion,78,11,15.8428473269077,13.2130639036074,18.9960340201776,maille,12,549,0.879762433284355,Appartement,Yvelines
78087,Bonnelles,78,11,16.3352323228615,13.6149251002559,19.599065957171,commune,364,549,0.879762433284355,Appartement,Yvelines
78522,Rochefort-en-Yvelines,78,11,17.0088691669298,14.1736225125989,20.4112696017249,commune,165,549,0.879762433284355,Appartement,Yvelines
78588,Saulx-Marchais,78,11,15.3029678159511,12.6775439712843,18.4720971590771,commune,128,500,0.802454205680603,Appartement,Yvelines
78262,Galluis,78,11,16.0299839490221,13.2999370344411,19.3204211975206,maille,23,500,0.802454205680603,Appartement,Yvelines
78513,La Queue-les-Yvelines,78,11,17.0958284403352,14.1523588209134,20.6514937728599,commune,187,500,0.802454205680603,Appartement,Yvelines
78616,Thoiry,78,11,16.5801292405222,13.7890471283519,19.9361625987332,commune,147,500,0.802454205680603,Appartement,Yvelines
91630,Le Val-Saint-Germain,91,11,14.8590856363653,12.8013298337091,17.2476163661869,maille,44,742,0.876879641864942,Appartement,Essonne
91186,Courson-Monteloup,91,11,14.8590856363653,12.8013298337091,17.2476163661869,maille,15,742,0.876879641864942,Appartement,Essonne
91540,Saint-Chéron,91,11,15.6422821878736,13.4801539087168,18.1512016629756,commune,630,742,0.876879641864942,Appartement,Essonne
91568,Saint-Maurice-Montcouronne,91,11,14.8590856363653,12.8013298337091,17.2476163661869,maille,53,742,0.876879641864942,Appartement,Essonne
78068,Blaru,78,11,12.4636373076315,10.2239222151157,15.1939981220237,maille,11,4166,0.849033776523943,Appartement,Yvelines
77255,Livry-sur-Seine,77,11,15.3413937967555,13.2267480392411,17.7941216487128,maille,25,1318,0.880495051906783,Appartement,Seine-et-Marne
77487,Vaux-le-Pénil,77,11,16.4342298807599,14.1726743081949,19.0566653759546,commune,483,1318,0.880495051906783,Appartement,Seine-et-Marne
77389,La Rochette,77,11,16.4695152381134,14.2207034050427,19.073946235477,commune,794,1318,0.880495051906783,Appartement,Seine-et-Marne
91538,Saint-Aubin,91,11,20.8709316755837,17.1269215315619,25.4333966675888,maille,50,932,0.928269691735393,Appartement,Essonne
91534,Saclay,91,11,20.2787385888523,16.6512676130717,24.6964524449887,commune,301,932,0.928269691735393,Appartement,Essonne
78322,Jouy-en-Josas,78,11,22.6051388347596,18.5564727957763,27.5371460601643,commune,581,932,0.928269691735393,Appartement,Yvelines
77284,Meaux,77,11,16.4393929986453,13.8607250101209,19.4977998601498,commune,13213,13316,0.853038992907366,Appartement,Seine-et-Marne
77231,Isles-les-Meldeuses,77,11,15.9534539046755,13.4462700646249,18.9281258122422,maille,35,13316,0.853038992907366,Appartement,Seine-et-Marne
77203,Germigny-l'Évêque,77,11,15.9534539046755,13.4462700646249,18.9281258122422,maille,62,13316,0.853038992907366,Appartement,Seine-et-Marne
95308,Hérouville-en-Vexin,95,11,16.095951095698,14.1057531841661,18.3669484566002,maille,25,2185,0.894558036660941,Appartement,Val-d'Oise
95476,Osny,95,11,17.7497762502446,15.5866335890832,20.213123965037,commune,2121,2185,0.894558036660941,Appartement,Val-d'Oise
95328,Labbeville,95,11,16.095951095698,14.1057531841661,18.3669484566002,maille,28,2185,0.894558036660941,Appartement,Val-d'Oise
95341,Livilliers,95,11,16.095951095698,14.1057531841661,18.3669484566002,maille,11,2185,0.894558036660941,Appartement,Val-d'Oise
91414,Monnerville,91,11,11.0443155369512,9.39084145416563,12.9889218421035,maille,13,861,0.842402314397775,Appartement,Essonne
91016,Angerville,91,11,13.2725026818235,11.2920012548278,15.6003637852678,commune,548,861,0.842402314397775,Appartement,Essonne
91390,Le Mérévillois,91,11,12.4766864424162,10.6113179334693,14.6699689480963,commune,132,861,0.842402314397775,Appartement,Essonne
78082,Boissy-Mauvoisin,78,11,14.1239615508307,12.1117461363224,16.4704814354634,maille,75,2674,0.854740750118467,Appartement,Yvelines
78346,Longnes,78,11,14.1239615508307,12.1117461363224,16.4704814354634,maille,85,2674,0.854740750118467,Appartement,Yvelines
78031,Auffreville-Brasseuil,78,11,14.1239615508307,12.1117461363224,16.4704814354634,maille,20,2674,0.854740750118467,Appartement,Yvelines
78597,Soindres,78,11,14.1239615508307,12.1117461363224,16.4704814354634,maille,10,2674,0.854740750118467,Appartement,Yvelines
78362,Mantes-la-Ville,78,11,15.5412656726233,13.3264656216069,18.1241557638097,commune,2472,2674,0.854740750118467,Appartement,Yvelines
91204,Écharcon,91,11,15.9935383516098,14.1418764559187,18.0876469824736,commune,146,2879,0.919515921801159,Appartement,Essonne
91244,Fontenay-le-Vicomte,91,11,16.4019510868329,14.5185827424559,18.5296322807162,maille,72,2879,0.919515921801159,Appartement,Essonne
91386,Mennecy,91,11,17.1036828304741,15.1474801436258,19.3125169065532,commune,2661,2879,0.919515921801159,Appartement,Essonne
75102,Paris 2e Arrondissement,75,11,34.4899685012179,26.7928124474853,44.3983971278331,commune,4701,4701,0.928061193402277,Appartement,Paris
91477,Palaiseau,91,11,18.938110453581,15.8233064452314,22.6660609015835,commune,5438,5438,0.8766788084502,Appartement,Essonne
91111,Briis-sous-Forges,91,11,16.0324879126123,13.7612208500709,18.678623900345,commune,258,489,0.888401047169417,Appartement,Essonne
91243,Fontenay-lès-Briis,91,11,16.115395190083,13.8189876246939,18.7934144805562,maille,82,489,0.888401047169417,Appartement,Essonne
91634,Vaugrigneuse,91,11,15.4688210081574,13.2608058911185,18.0444857836789,commune,149,489,0.888401047169417,Appartement,Essonne
91340,Lisses,91,11,17.5957552353026,15.6970981590837,19.7240661403083,commune,248,1518,0.905690185778312,Appartement,Essonne
91086,Bondoufle,91,11,17.3692612763097,15.4975077474362,19.4670809140018,commune,1270,1518,0.905690185778312,Appartement,Essonne
78255,Freneuse,78,11,14.3143823298838,11.5431822188255,17.7508712590468,commune,170,517,0.825665332616008,Appartement,Yvelines
95301,Haute-Isle,95,11,12.7673787232557,10.3309802238604,15.778363323798,maille,11,517,0.825665332616008,Appartement,Val-d'Oise
95523,La Roche-Guyon,95,11,12.7673787232557,10.3309802238604,15.778363323798,maille,50,517,0.825665332616008,Appartement,Val-d'Oise
78057,Bennecourt,78,11,12.7673787232557,10.3309802238604,15.778363323798,maille,51,517,0.825665332616008,Appartement,Yvelines
78528,Rolleboise,78,11,12.7673787232557,10.3309802238604,15.778363323798,maille,23,517,0.825665332616008,Appartement,Yvelines
95150,Chaussy,95,11,12.7673787232557,10.3309802238604,15.778363323798,maille,12,517,0.825665332616008,Appartement,Val-d'Oise
78337,Limetz-Villez,78,11,12.7673787232557,10.3309802238604,15.778363323798,maille,59,517,0.825665332616008,Appartement,Yvelines
95101,Bray-et-Lû,95,11,12.7673787232557,10.3309802238604,15.778363323798,maille,45,517,0.825665332616008,Appartement,Val-d'Oise
78276,Gommecourt,78,11,12.7673787232557,10.3309802238604,15.778363323798,maille,10,517,0.825665332616008,Appartement,Yvelines
95651,Vétheuil,95,11,12.7673787232557,10.3309802238604,15.778363323798,maille,57,517,0.825665332616008,Appartement,Val-d'Oise
91292,Guibeville,91,11,15.4496215138826,13.143610495457,18.1602159471118,maille,12,1134,0.844599268588152,Appartement,Essonne
91648,Vert-le-Grand,91,11,15.4247483245965,13.1146693822867,18.1417353302474,commune,248,1134,0.844599268588152,Appartement,Essonne
91457,La Norville,91,11,16.0351773218988,13.6491221795894,18.838347870403,commune,275,1134,0.844599268588152,Appartement,Essonne
91376,Marolles-en-Hurepoix,91,11,15.494476493129,13.1819315509238,18.2127179820853,commune,259,1134,0.844599268588152,Appartement,Essonne
91332,Leudeville,91,11,15.4496215138826,13.143610495457,18.1602159471118,maille,70,1134,0.844599268588152,Appartement,Essonne
91494,Le Plessis-Pâté,91,11,16.1607755114512,13.7474611480061,18.9977380055662,commune,205,1134,0.844599268588152,Appartement,Essonne
91156,Cheptainville,91,11,15.4496215138826,13.143610495457,18.1602159471118,maille,65,1134,0.844599268588152,Appartement,Essonne
95426,Montlignon,95,11,16.8731079598743,14.0716270832101,20.2323278283342,commune,292,492,0.847714761439263,Appartement,Val-d'Oise
95369,Margency,95,11,18.3337843244446,15.2806068846376,21.997009031963,commune,200,492,0.847714761439263,Appartement,Val-d'Oise
78224,L'Étang-la-Ville,78,11,19.9298786868647,16.1292598819248,24.6260564576969,commune,373,1307,0.94187713777557,Appartement,Yvelines
78455,Noisy-le-Roi,78,11,20.2205449487443,16.3272328785417,25.0422371669331,commune,580,1307,0.94187713777557,Appartement,Yvelines
78367,Mareil-Marly,78,11,20.0278359785669,16.2103721478735,24.744293981986,commune,354,1307,0.94187713777557,Appartement,Yvelines
78354,Magnanville,78,11,15.6536131820599,13.3029674412113,18.4196200386438,commune,184,8298,0.852859457957611,Appartement,Yvelines
78118,Buchelay,78,11,15.1469376262459,12.9058058407827,17.7772486494705,commune,148,8298,0.852859457957611,Appartement,Yvelines
78361,Mantes-la-Jolie,78,11,15.2497783334386,12.9994502335295,17.8896595656931,commune,7966,8298,0.852859457957611,Appartement,Yvelines
91469,Ormoy-la-Rivière,91,11,14.322673414856,12.0331946207611,17.047756660953,maille,19,5919,0.833007759349651,Appartement,Essonne
91223,Étampes,91,11,14.3797025371235,12.0835518023276,17.112174337377,commune,5885,5919,0.833007759349651,Appartement,Essonne
77339,Noisy-sur-École,77,11,14.5205847869417,12.0222633940627,17.5380771193958,maille,63,731,0.86739434313566,Appartement,Seine-et-Marne
91405,Milly-la-Forêt,91,11,15.5167841811373,12.8578343905423,18.7255943738935,commune,637,731,0.86739434313566,Appartement,Essonne
77006,Arbonne-la-Forêt,77,11,14.5205847869417,12.0222633940627,17.5380771193958,maille,14,731,0.86739434313566,Appartement,Seine-et-Marne
91463,Oncy-sur-École,91,11,14.5205847869417,12.0222633940627,17.5380771193958,maille,11,731,0.86739434313566,Appartement,Essonne
75115,Paris 15e Arrondissement,75,11,30.8177268812749,25.1955106849866,37.694504469591,commune,40020,40020,0.941359095764729,Appartement,Paris
95355,Magny-en-Vexin,95,11,14.7680633743609,12.4078609461181,17.5772195365691,commune,864,919,0.836491496277779,Appartement,Val-d'Oise
77302,Montcourt-Fromonville,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,16,486,0.756339023446915,Appartement,Seine-et-Marne
77501,Villecerf,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,10,486,0.756339023446915,Appartement,Seine-et-Marne
77216,Grez-sur-Loing,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,61,486,0.756339023446915,Appartement,Seine-et-Marne
77506,Villemer,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,40,486,0.756339023446915,Appartement,Seine-et-Marne
77048,Bourron-Marlotte,77,11,14.9374909247885,11.988918550385,18.6112395534602,commune,144,486,0.756339023446915,Appartement,Seine-et-Marne
77386,Recloses,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,29,486,0.756339023446915,Appartement,Seine-et-Marne
77202,La Genevraye,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,19,486,0.756339023446915,Appartement,Seine-et-Marne
77312,Montigny-sur-Loing,77,11,14.72307094511,11.8114683963199,18.352402155373,commune,142,486,0.756339023446915,Appartement,Seine-et-Marne
77477,Ury,77,11,14.0722446249206,11.3083634366828,17.5116470117357,maille,20,486,0.756339023446915,Appartement,Seine-et-Marne
93070,Saint-Ouen-sur-Seine,93,11,21.7492952139302,17.4741244515581,27.070417382801,commune,4916,4916,0.861908556184769,Appartement,Seine-Saint-Denis
77243,Lagny-sur-Marne,77,11,17.1242108815658,14.6231933291631,20.0529796546921,commune,4245,4286,0.88629455202181,Appartement,Seine-et-Marne
77209,Gouvernes,77,11,17.3768594151196,14.8315393703382,20.3589954888105,maille,37,4286,0.88629455202181,Appartement,Seine-et-Marne
77027,Beaumont-du-Gâtinais,77,11,9.78037154215446,7.93768038462426,12.0508338541667,maille,52,1741,0.817071023843065,Appartement,Seine-et-Marne
91312,Igny,91,11,19.148244016919,16.4501359887825,22.2888886256928,commune,854,854,0.936860758312932,Appartement,Essonne
77321,Mousseaux-lès-Bray,77,11,11.889984815956,9.98315829738467,14.1610234669624,maille,22,684,0.823257950205361,Appartement,Seine-et-Marne
77279,Marolles-sur-Seine,77,11,11.889984815956,9.98315829738467,14.1610234669624,maille,49,684,0.823257950205361,Appartement,Seine-et-Marne
77101,Châtenay-sur-Seine,77,11,11.889984815956,9.98315829738467,14.1610234669624,maille,12,684,0.823257950205361,Appartement,Seine-et-Marne
77261,Lorrez-le-Bocage-Préaux,77,11,11.889984815956,9.98315829738467,14.1610234669624,maille,56,684,0.823257950205361,Appartement,Seine-et-Marne
77531,Voulx,77,11,12.6683597587155,10.5957540085321,15.1463821118358,commune,118,684,0.823257950205361,Appartement,Seine-et-Marne
92014,Bourg-la-Reine,92,11,23.5046819195986,19.7341411746392,27.9956481132047,commune,4164,4164,0.927542709716059,Appartement,Hauts-de-Seine
92048,Meudon,92,11,23.4279111089025,18.4830028622069,29.6957709209108,commune,5721,5721,0.904972323351675,Appartement,Hauts-de-Seine
78413,Mondreville,78,11,12.344448785344,10.1683646966372,14.9862264346572,maille,10,631,0.806345426416995,Appartement,Yvelines
78192,Dammartin-en-Serve,78,11,12.344448785344,10.1683646966372,14.9862264346572,maille,16,631,0.806345426416995,Appartement,Yvelines
77370,Poligny,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,26,477,0.834455045107122,Appartement,Seine-et-Marne
77329,Nanteau-sur-Lunain,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,55,477,0.834455045107122,Appartement,Seine-et-Marne
77210,La Grande-Paroisse,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,28,477,0.834455045107122,Appartement,Seine-et-Marne
77516,Ville-Saint-Jacques,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,19,477,0.834455045107122,Appartement,Seine-et-Marne
77494,Vernou-la-Celle-sur-Seine,77,11,14.102932343372,11.6104544506468,17.130483697014,commune,105,477,0.834455045107122,Appartement,Seine-et-Marne
77465,Thoury-Férottes,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,11,477,0.834455045107122,Appartement,Seine-et-Marne
77172,Esmans,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,20,477,0.834455045107122,Appartement,Seine-et-Marne
77480,Valence-en-Brie,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,16,477,0.834455045107122,Appartement,Seine-et-Marne
77061,Cannes-Écluse,77,11,13.281497078447,10.9191118416013,16.1549920180072,commune,111,477,0.834455045107122,Appartement,Seine-et-Marne
77482,Varennes-sur-Seine,77,11,13.0334512159521,10.7614706360647,15.7850963258979,maille,76,477,0.834455045107122,Appartement,Seine-et-Marne
78049,Bazemont,78,11,15.3837470915926,12.9385885039559,18.2909963096613,maille,34,870,0.860628885422946,Appartement,Yvelines
78305,Herbeville,78,11,15.3837470915926,12.9385885039559,18.2909963096613,maille,16,870,0.860628885422946,Appartement,Yvelines
78368,Mareil-sur-Mauldre,78,11,15.3837470915926,12.9385885039559,18.2909963096613,maille,62,870,0.860628885422946,Appartement,Yvelines
78380,Maule,78,11,15.7909345234209,13.2934663261489,18.7576067073247,commune,744,870,0.860628885422946,Appartement,Yvelines
94071,Sucy-en-Brie,94,11,18.7367182636808,15.7752419661536,22.2541506523813,commune,2201,2592,0.855049483226826,Appartement,Val-de-Marne
77249,Lésigny,77,11,17.6830350288326,14.8814733697301,21.0120140702569,commune,107,2592,0.855049483226826,Appartement,Seine-et-Marne
94070,Santeny,94,11,17.4878029149305,14.7184725688894,20.7781921228617,commune,284,2592,0.855049483226826,Appartement,Val-de-Marne
78498,Poissy,78,11,18.9960743181122,15.6437023133143,23.06684391406,commune,7994,7994,0.855811554826972,Appartement,Yvelines
95149,Chaumontel,95,11,16.8007612226959,14.1170842650702,19.9946088272952,commune,140,1442,0.852993972978094,Appartement,Val-d'Oise
95352,Luzarches,95,11,16.2765751840021,13.6836734896513,19.360802486323,commune,472,1442,0.852993972978094,Appartement,Val-d'Oise
95594,Seugy,95,11,17.222256734206,14.5131699847251,20.4370325250154,commune,129,1442,0.852993972978094,Appartement,Val-d'Oise
95026,Asnières-sur-Oise,95,11,16.0583279347114,13.5094847450539,19.0880630109261,maille,98,1442,0.852993972978094,Appartement,Val-d'Oise
95456,Noisy-sur-Oise,95,11,16.0583279347114,13.5094847450539,19.0880630109261,maille,26,1442,0.852993972978094,Appartement,Val-d'Oise
91511,Pussay,91,11,12.5938956153564,10.6455313979139,14.8988529404529,commune,354,533,0.793296688245536,Appartement,Essonne
91359,Maisse,91,11,14.591937784061,12.2232994843456,17.4195722330619,commune,266,494,0.825075413538011,Appartement,Essonne
91273,Gironville-sur-Essonne,91,11,13.0274649919736,10.8872109280192,15.5884592701627,maille,18,494,0.825075413538011,Appartement,Essonne
91069,Boigneville,91,11,13.0274649919736,10.8872109280192,15.5884592701627,maille,32,494,0.825075413538011,Appartement,Essonne
91099,Boutigny-sur-Essonne,91,11,15.3290665766635,12.8355469070109,18.306994147903,commune,143,494,0.825075413538011,Appartement,Essonne
77060,Buthiers,77,11,13.0274649919736,10.8872109280192,15.5884592701627,maille,12,494,0.825075413538011,Appartement,Seine-et-Marne
77008,Armentières-en-Brie,77,11,14.0499948273492,11.8725820497755,16.6267416658766,maille,43,497,0.849415201503418,Appartement,Seine-et-Marne
77126,Congis-sur-Thérouanne,77,11,14.0499948273492,11.8725820497755,16.6267416658766,maille,22,497,0.849415201503418,Appartement,Seine-et-Marne
77415,Saint-Jean-les-Deux-Jumeaux,77,11,14.0499948273492,11.8725820497755,16.6267416658766,maille,44,497,0.849415201503418,Appartement,Seine-et-Marne
77283,May-en-Multien,77,11,14.0499948273492,11.8725820497755,16.6267416658766,maille,24,497,0.849415201503418,Appartement,Seine-et-Marne
77475,Trilport,77,11,15.6949543248669,13.2500583260672,18.5909816544009,commune,246,497,0.849415201503418,Appartement,Seine-et-Marne
77460,Tancrou,77,11,14.0499948273492,11.8725820497755,16.6267416658766,maille,30,497,0.849415201503418,Appartement,Seine-et-Marne
77280,Mary-sur-Marne,77,11,14.0499948273492,11.8725820497755,16.6267416658766,maille,32,497,0.849415201503418,Appartement,Seine-et-Marne
91115,Bruyères-le-Châtel,91,11,16.3348933887153,14.388129338836,18.5450614000583,commune,511,511,0.921647753854281,Appartement,Essonne
94017,Champigny-sur-Marne,94,11,19.5077733687401,15.971747254737,23.8266493788434,commune,6492,6492,0.820526185681474,Appartement,Val-de-Marne
77330,Nanteuil-lès-Meaux,77,11,16.1473531601394,13.650229463251,19.1012916508266,commune,934,1242,0.882138270279403,Appartement,Seine-et-Marne
77361,Pierre-Levée,77,11,14.3964321057197,12.1544555387722,17.0519573430053,maille,44,1242,0.882138270279403,Appartement,Seine-et-Marne
77199,Fublaines,77,11,15.3258019370341,12.9651403928136,18.1162870510365,commune,119,1242,0.882138270279403,Appartement,Seine-et-Marne
77478,Ussy-sur-Marne,77,11,14.3964321057197,12.1544555387722,17.0519573430053,maille,61,1242,0.882138270279403,Appartement,Seine-et-Marne
77440,Sammeron,77,11,14.3964321057197,12.1544555387722,17.0519573430053,maille,58,1242,0.882138270279403,Appartement,Seine-et-Marne
95541,Saint-Clair-sur-Epte,95,11,10.6155266165024,8.96739985762053,12.566564125041,maille,88,494,0.842335191815833,Appartement,Val-d'Oise
94076,Villejuif,94,11,21.9304057533867,17.1084225733073,28.1114576430061,commune,5103,5103,0.791262337036549,Appartement,Val-de-Marne
